1.00000000e-06 3.14000000e+00 -1.56239235e-08 9.80998756e+00
6.00000000e-06 3.14000000e+00 -9.37434944e-08 9.80998756e+00
3.10000000e-05 3.14000000e+00 -4.84340178e-07 9.80998756e+00
1.56000000e-04 3.14000000e+00 -2.43729439e-06 9.80998756e+00
7.81000000e-04 3.14000000e+00 -1.22013447e-05 9.80998756e+00
3.90600000e-03 3.13999988e+00 -6.10047423e-05 9.80998756e+00
1.95310000e-02 3.13999702e+00 -3.04745649e-04 9.80998756e+00
9.76560000e-02 3.13992540e+00 -1.53463651e-03 9.80998754e+00
3.65645702e-01 3.13886474e+00 -6.79451764e-03 9.80998658e+00
6.59350109e-01 3.13542778e+00 -1.81293310e-02 9.80997792e+00
9.38727413e-01 3.12738078e+00 -4.28818656e-02 9.80992874e+00
1.18091595e+00 3.11202294e+00 -8.95957545e-02 9.80972524e+00
1.39608119e+00 3.08482201e+00 -1.72147257e-01 9.80901323e+00
1.61124642e+00 3.03257998e+00 -3.30512330e-01 9.80638705e+00
1.77616787e+00 2.96188827e+00 -5.44382572e-01 9.80020158e+00
1.91905278e+00 2.86465247e+00 -8.37327425e-01 9.78676362e+00
2.04320323e+00 2.73874631e+00 -1.21345449e+00 9.76093406e+00
2.15232318e+00 2.58251873e+00 -1.67297412e+00 9.71581600e+00
2.26144312e+00 2.36804963e+00 -2.28576628e+00 9.63082767e+00
2.34947519e+00 2.14036275e+00 -2.90595099e+00 9.51248456e+00
2.43750725e+00 1.85332260e+00 -3.63033571e+00 9.32452649e+00
2.52553932e+00 1.49941431e+00 -4.41332717e+00 9.03906524e+00
2.61357138e+00 1.07749166e+00 -5.15349077e+00 8.63381466e+00
2.68666385e+00 6.82448921e-01 -5.62483484e+00 8.20652407e+00
2.75975632e+00 2.60889398e-01 -5.86484838e+00 7.72018434e+00
2.83288222e+00 -1.67909236e-01 -5.81194167e+00 7.21729759e+00
2.90710041e+00 -5.87911444e-01 -5.45979686e+00 6.74178144e+00
2.98131860e+00 -9.72485901e-01 -4.87201356e+00 6.34280302e+00
3.05553679e+00 -1.30766216e+00 -4.14513442e+00 6.03940910e+00
3.13071540e+00 -1.58980592e+00 -3.35868524e+00 5.82685610e+00
3.21369062e+00 -1.83285626e+00 -2.50678242e+00 5.68346269e+00
3.30156948e+00 -2.01562474e+00 -1.66440807e+00 5.60639957e+00
3.39004307e+00 -2.12788700e+00 -8.83490928e-01 5.57701160e+00
3.48412676e+00 -2.17411192e+00 -1.05495711e-01 5.57152171e+00
3.58896045e+00 -2.14086342e+00 7.40029168e-01 5.56816606e+00
3.70094080e+00 -2.00638248e+00 1.67033072e+00 5.53425237e+00
3.79259115e+00 -1.81667265e+00 2.47665297e+00 5.45472162e+00
3.88424149e+00 -1.55142626e+00 3.31364666e+00 5.30011861e+00
3.97589184e+00 -1.21000166e+00 4.12500469e+00 5.04472672e+00
4.05627619e+00 -8.53139465e-01 4.72834985e+00 4.72738141e+00
4.13666053e+00 -4.55321085e-01 5.12717550e+00 4.33340829e+00
4.21704487e+00 -3.67078794e-02 5.23465068e+00 3.89739246e+00
4.29866699e+00 3.83698325e-01 5.01217130e+00 3.46424997e+00
4.38048288e+00 7.74352043e-01 4.49527319e+00 3.09082393e+00
4.46229877e+00 1.11380229e+00 3.77813027e+00 2.80844613e+00
4.54411466e+00 1.38989638e+00 2.96181015e+00 2.62119439e+00
4.63302883e+00 1.61261546e+00 2.04853767e+00 2.50837945e+00
4.72422869e+00 1.75741583e+00 1.13224809e+00 2.46112218e+00
4.81819342e+00 1.82077198e+00 2.21260481e-01 2.45127952e+00
4.92138989e+00 1.79309533e+00 -7.55406064e-01 2.44815571e+00
5.02028892e+00 1.67233032e+00 -1.68694658e+00 2.41723232e+00
5.11918795e+00 1.45956075e+00 -2.61275319e+00 2.32426759e+00
5.21808698e+00 1.15714893e+00 -3.48746498e+00 2.13805917e+00
