0.00000000e+00 3.14000000e+00 0.00000000e+00 9.80998756e+00
2.45605139e-07 3.14000000e+00 -3.83731582e-09 9.80998756e+00
2.45629699e-03 3.13999991e+00 -3.83298726e-05 9.80998756e+00
1.57006433e-02 3.13999803e+00 -2.44450417e-04 9.80998756e+00
2.89449897e-02 3.13999344e+00 -4.49636436e-04 9.80998756e+00
5.55964380e-02 3.13997597e+00 -8.61300831e-04 9.80998755e+00
9.54601012e-02 3.13992934e+00 -1.47851234e-03 9.80998752e+00
1.35323764e-01 3.13985792e+00 -2.10638132e-03 9.80998746e+00
2.10996389e-01 3.13965156e+00 -3.36146352e-03 9.80998717e+00
2.86669013e-01 3.13934532e+00 -4.75630074e-03 9.80998654e+00
3.62341638e-01 3.13892597e+00 -6.36360834e-03 9.80998537e+00
4.38014262e-01 3.13837441e+00 -8.26392346e-03 9.80998334e+00
5.13686886e-01 3.13766500e+00 -1.05516964e-02 9.80998000e+00
5.89359511e-01 3.13676427e+00 -1.33393456e-02 9.80997462e+00
6.65032135e-01 3.13562940e+00 -1.67627817e-02 9.80996607e+00
7.12610210e-01 3.13477244e+00 -1.93131594e-02 9.80995834e+00
7.60188286e-01 3.13378566e+00 -2.22282270e-02 9.80994809e+00
8.07766361e-01 3.13265041e+00 -2.55635340e-02 9.80993453e+00
8.55344436e-01 3.13134523e+00 -2.93825341e-02 9.80991660e+00
9.02922512e-01 3.12984539e+00 -3.37578203e-02 9.80989292e+00
9.50500587e-01 3.12812251e+00 -3.87725064e-02 9.80986168e+00
9.98078662e-01 3.12614395e+00 -4.45218031e-02 9.80982048e+00
1.04565674e+00 3.12387221e+00 -5.11148228e-02 9.80976616e+00
1.09323481e+00 3.12126423e+00 -5.86766452e-02 9.80969458e+00
1.14081289e+00 3.11827059e+00 -6.73506815e-02 9.80960026e+00
1.18839096e+00 3.11483454e+00 -7.73013818e-02 9.80947600e+00
1.23596904e+00 3.11089095e+00 -8.87173317e-02 9.80931232e+00
1.28354711e+00 3.10636507e+00 -1.01814796e-01 9.80909674e+00
1.31351714e+00 3.10317737e+00 -1.11037791e-01 9.80892711e+00
1.34348716e+00 3.09970094e+00 -1.21094689e-01 9.80872536e+00
1.37345718e+00 3.09590968e+00 -1.32060954e-01 9.80848542e+00
1.40342720e+00 3.09177510e+00 -1.44018766e-01 9.80820005e+00
1.43339722e+00 3.08726617e+00 -1.57057678e-01 9.80786066e+00
1.47895020e+00 3.07961914e+00 -1.79167868e-01 9.80721788e+00
1.52450318e+00 3.07089570e+00 -2.04385294e-01 9.80638140e+00
1.57005615e+00 3.06094456e+00 -2.33145047e-01 9.80529291e+00
1.61560913e+00 3.04959339e+00 -2.65942043e-01 9.80387660e+00
1.66116210e+00 3.03664570e+00 -3.03339090e-01 9.80203387e+00
1.70671508e+00 3.02187770e+00 -3.45975424e-01 9.79963657e+00
1.75226806e+00 3.00503457e+00 -3.94576137e-01 9.79651823e+00
1.79782103e+00 2.98582627e+00 -4.49962267e-01 9.79246263e+00
1.84337401e+00 2.96392303e+00 -5.13061363e-01 9.78718919e+00
1.91340127e+00 2.92411925e+00 -6.27544626e-01 9.77583856e+00
1.98342853e+00 2.87544679e+00 -7.67149755e-01 9.75886648e+00
2.05345579e+00 2.81597016e+00 -9.37039597e-01 9.73352350e+00
2.10357963e+00 2.76548885e+00 -1.08051027e+00 9.70805933e+00
2.15370348e+00 2.70730195e+00 -1.24491242e+00 9.67422859e+00
2.20382732e+00 2.64029792e+00 -1.43274632e+00 9.62936940e+00
2.25395117e+00 2.56323935e+00 -1.64651058e+00 9.57003885e+00
2.29000821e+00 2.50083121e+00 -1.81763002e+00 9.51598565e+00
2.32606525e+00 2.43197826e+00 -2.00409492e+00 9.45019342e+00
2.36212229e+00 2.35611713e+00 -2.20642131e+00 9.37032837e+00
2.39817932e+00 2.27267108e+00 -2.42481604e+00 9.27369725e+00
2.43423636e+00 2.18106336e+00 -2.65904739e+00 9.15724327e+00
2.47029340e+00 2.08073584e+00 -2.90828796e+00 9.01757035e+00
2.50635044e+00 1.97117362e+00 -3.17093272e+00 8.85100988e+00
2.54240748e+00 1.85193666e+00 -3.44440075e+00 8.65374646e+00
2.57846452e+00 1.72269858e+00 -3.72493826e+00 8.42201949e+00
2.61452155e+00 1.58329205e+00 -4.00745153e+00 8.15241375e+00
2.64023897e+00 1.47766211e+00 -4.20660719e+00 7.93544561e+00
2.66595638e+00 1.36696957e+00 -4.40066157e+00 7.69718722e+00
2.69167379e+00 1.25138548e+00 -4.58646355e+00 7.43741275e+00
2.71739120e+00 1.13116565e+00 -4.76058358e+00 7.15639017e+00
2.74310861e+00 1.00665676e+00 -4.91940316e+00 6.85496551e+00
2.76882602e+00 8.78299695e-01 -5.05923466e+00 6.53462810e+00
2.79454343e+00 7.46629556e-01 -5.17646824e+00 6.19754699e+00
2.82026084e+00 6.12271500e-01 -5.26773748e+00 5.84656820e+00
2.84597826e+00 4.75932279e-01 -5.33009226e+00 5.48516660e+00
2.87169567e+00 3.38387385e-01 -5.36116300e+00 5.11734744e+00
2.89741308e+00 2.00464246e-01 -5.35929976e+00 4.74749968e+00
2.92313049e+00 6.30223443e-02 -5.32367382e+00 4.38022677e+00
2.94884790e+00 -7.30686539e-02 -5.25432338e+00 4.02013338e+00
2.97456531e+00 -2.06951178e-01 -5.15214512e+00 3.67162616e+00
