   0.000000  0.1000000000E-01  0.0000000000E+00
   0.100000  0.1613690611E-01 -0.1286690384E-02
   0.200000  0.2521108486E-01 -0.3324856397E-02
   0.300000  0.3853832070E-01 -0.6470053573E-02
   0.400000  0.5800506368E-01 -0.1123629696E-01
   0.500000  0.8629886370E-01 -0.1836410634E-01
   0.600000  0.1271991461E+00 -0.2891472146E-01
   0.700000  0.1858750872E+00 -0.4439470990E-01
   0.800000  0.2689706053E+00 -0.6690265373E-01
   0.900000  0.3838256485E+00 -0.9924951642E-01
   1.000000  0.5353827377E+00 -0.1449012115E+00
   1.100000  0.7190488321E+00 -0.2074180376E+00
   1.200000  0.9119484273E+00 -0.2890400159E+00
   1.300000  0.1075379505E+01 -0.3888182635E+00
   1.400000  0.1176840551E+01 -0.5020184787E+00
   1.500000  0.1208359832E+01 -0.6218343209E+00
   1.600000  0.1179648955E+01 -0.7416824971E+00
   1.700000  0.1101956591E+01 -0.8561406166E+00
   1.800000  0.9789418683E+00 -0.9605758441E+00
   1.900000  0.8024685289E+00 -0.1050166361E+01
   2.000000  0.5456987332E+00 -0.1118430282E+01
   2.100000  0.1465076116E+00 -0.1154625347E+01
   2.200000 -0.5027111737E+00 -0.1139326593E+01
   2.300000 -0.1354715690E+01 -0.1046428127E+01
   2.400000 -0.1883235852E+01 -0.8800403533E+00
   2.500000 -0.1997148146E+01 -0.6839302917E+00
   2.600000 -0.1971668644E+01 -0.4849911589E+00
   2.700000 -0.1913076466E+01 -0.2906250154E+00
   2.800000 -0.1844266529E+01 -0.1027009925E+00
   2.900000 -0.1769448831E+01  0.7803145673E-01
   3.000000 -0.1688794691E+01  0.2509953137E+00
   3.100000 -0.1601288068E+01  0.4155625621E+00
   3.200000 -0.1505165616E+01  0.5709662106E+00
   3.300000 -0.1397718449E+01  0.7162192747E+00
   3.400000 -0.1274687921E+01  0.8499927104E+00
   3.500000 -0.1128996292E+01  0.9704063638E+00
   3.600000 -0.9479972330E+00  0.1074626513E+01
   3.700000 -0.7071644704E+00  0.1158038129E+01
   3.800000 -0.3554428851E+00  0.1212421857E+01
   3.900000  0.2084456285E+00  0.1222098963E+01
   4.000000  0.1057366915E+01  0.1160609379E+01
   4.100000  0.1782758873E+01  0.1014590514E+01
   4.200000  0.2008376705E+01  0.8217965029E+00
   4.300000  0.2009466068E+01  0.6200809383E+00
   4.400000  0.1957697923E+01  0.4215353706E+00
   4.500000  0.1892387357E+01  0.2289664964E+00
   4.600000  0.1820869546E+01  0.4325951404E-01
   4.700000  0.1744043257E+01 -0.1350318129E+00
   4.800000  0.1661256819E+01 -0.3053511312E+00
   4.900000  0.1571165124E+01 -0.4670403337E+00
   5.000000  0.1471714048E+01 -0.6192731529E+00
   5.100000  0.1359773147E+01 -0.7609681427E+00
   5.200000  0.1230355602E+01 -0.8906479933E+00
   5.300000  0.1074986327E+01 -0.1006180712E+01
   5.400000  0.8781290732E+00 -0.1104277335E+01
   5.500000  0.6088503934E+00 -0.1179427622E+01
   5.600000  0.2021910031E+00 -0.1221538088E+01
   5.700000 -0.4573175401E+00 -0.1211390543E+01
   5.800000 -0.1342421822E+01 -0.1121598696E+01
   5.900000 -0.1901261986E+01 -0.9546638442E+00
   6.000000 -0.2020468179E+01 -0.7563806435E+00
   6.100000 -0.1995310737E+01 -0.5550907411E+00
   6.200000 -0.1937386526E+01 -0.3583320144E+00
   6.300000 -0.1869762511E+01 -0.1679213452E+00
   6.400000 -0.1796534614E+01  0.1543694120E-01
   6.500000 -0.1717883779E+01  0.1912057755E+00
   6.600000 -0.1632904223E+01  0.3588033227E+00
   6.700000 -0.1540042195E+01  0.5175245294E+00
   6.800000 -0.1436949767E+01  0.6664716841E+00
   6.900000 -0.1320008212E+01  0.8044544245E+00
   7.000000 -0.1183338957E+01  0.9298193241E+00
   7.100000 -0.1016716742E+01  0.1040132260E+01
   7.200000 -0.8008860184E+00  0.1131542230E+01
   7.300000 -0.4965726042E+00  0.1197405687E+01
   7.400000 -0.2206742032E-01  0.1225255993E+01
   7.500000  0.7369464892E+00  0.1192082704E+01
   7.600000  0.1586390336E+01  0.1073931433E+01
   7.700000  0.1971024337E+01  0.8917213140E+00
   7.800000  0.2019441634E+01  0.6908026441E+00
   7.900000  0.1978247653E+01  0.4906102711E+00
   8.000000  0.1916159445E+01  0.2958028720E+00
   8.100000  0.1846569986E+01  0.1076192821E+00
   8.200000  0.1771635299E+01 -0.7333501815E-01
   8.300000  0.1691062278E+01 -0.2465206055E+00
   8.400000  0.1603727462E+01 -0.4113227201E+00
   8.500000  0.1507851086E+01 -0.5669822439E+00
   8.600000  0.1400743319E+01 -0.7125196181E+00
   8.700000  0.1278197310E+01 -0.8466181648E+00
   8.800000  0.1133232610E+01 -0.9674164019E+00
   8.900000  0.9534083108E+00 -0.1072113850E+01
   9.000000  0.7146493937E+00 -0.1156159790E+01
   9.100000  0.3669008966E+00 -0.1211468508E+01
   9.200000 -0.1896859578E+00 -0.1222627263E+01
   9.300000 -0.1033215702E+01 -0.1163375476E+01
   9.400000 -0.1770542447E+01 -0.1019290952E+01
   9.500000 -0.2006588563E+01 -0.8271069436E+00
   9.600000 -0.2010445060E+01 -0.6253980197E+00
   9.700000 -0.1959304640E+01 -0.4267163329E+00
   9.800000 -0.1894205412E+01 -0.2339749618E+00
   9.900000 -0.1822828836E+01 -0.4807897528E-01
  10.000000 -0.1746148186E+01  0.1304153269E+00
